value,seq
11,"Audited local governments for corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?"
12,"Arrested many corrupt low-level officials?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?, Introduced anti-corruption trainings in schools and universities?"
13,"Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth"
14,"Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt high-level officials?, Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?"
15,"Arrested many corrupt business executives?, Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?"
16,"Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth"
17,"Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth"
18,"Arrested many corrupt business executives?, Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Audited local governments for corruption?, Arrested many corrupt high-level officials?"
19,"Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Audited local governments for corruption?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?, Introduced anti-corruption trainings in schools and universities?"
20,"Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?"
21,"Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?"
22,"Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Audited local governments for corruption?"
23,"Arrested many corrupt high-level officials?, Audited local governments for corruption?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?"
24,"Enforced mandatory reporting of public officials’ income and wealth, Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?"
25,"Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?"
26,"Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Arrested many corrupt business executives?"
27,"Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth"
28,"Audited local governments for corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?"
29,"Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?"
30,"Audited local governments for corruption?, Arrested many corrupt high-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?"
31,"Audited local governments for corruption?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt high-level officials?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?"
32,"Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt business executives?, Raised civil service salaries to increase honesty?"
33,"Arrested many corrupt business executives?, Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Improved legal protections for citizens who report corruption?"
34,"Arrested many corrupt high-level officials?, Audited local governments for corruption?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?"
35,"Arrested many corrupt business executives?, Raised civil service salaries to increase honesty?, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth"
36,"Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt business executives?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?"
37,"Enforced mandatory reporting of public officials’ income and wealth, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?, Improved legal protections for citizens who report corruption?"
38,"Arrested many corrupt high-level officials?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Audited local governments for corruption?, Arrested many corrupt business executives?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?"
39,"Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt high-level officials?, Audited local governments for corruption?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Improved legal protections for citizens who report corruption?"
40,"Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt business executives?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?"
41,"Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?"
42,"Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?"
43,"Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Audited local governments for corruption?, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?"
44,"Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Improved legal protections for citizens who report corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?"
45,"Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Audited local governments for corruption?, Arrested many corrupt business executives?, Improved legal protections for citizens who report corruption?"
46,"Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt business executives?, Audited local governments for corruption?, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Raised civil service salaries to increase honesty?, Improved legal protections for citizens who report corruption?"
47,"Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Audited local governments for corruption?, Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?"
48,"Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth"
49,"Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Audited local governments for corruption?"
50,"Arrested many corrupt business executives?, Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Audited local governments for corruption?"
51,"Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?"
52,"Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt high-level officials?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?, Raised civil service salaries to increase honesty?"
53,"Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?, Audited local governments for corruption?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?"
54,"Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?"
55,"Arrested many corrupt high-level officials?, Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt business executives?"
56,"Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth, Audited local governments for corruption?"
57,"Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt high-level officials?"
58,"Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Arrested many corrupt business executives?"
59,"Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?, Improved legal protections for citizens who report corruption?, Audited local governments for corruption?"
60,"Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?"
61,"Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?, Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?"
62,"Raised civil service salaries to increase honesty?, Audited local governments for corruption?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt business executives?, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?"
63,"Arrested many corrupt high-level officials?, Arrested many corrupt business executives?, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Audited local governments for corruption?, Raised civil service salaries to increase honesty?"
64,"Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth"
65,"Audited local governments for corruption?, Arrested many corrupt high-level officials?, Raised civil service salaries to increase honesty?, Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?"
66,"Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?"
67,"Arrested many corrupt low-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Raised civil service salaries to increase honesty?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth"
68,"Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Audited local governments for corruption?"
69,"Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Audited local governments for corruption?"
70,"Improved legal protections for citizens who report corruption?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Audited local governments for corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?"
71,"Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?, Arrested many corrupt business executives?"
72,"Audited local governments for corruption?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?, Improved legal protections for citizens who report corruption?"
73,"Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Raised civil service salaries to increase honesty?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?"
74,"Audited local governments for corruption?, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Improved legal protections for citizens who report corruption?"
75,"Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth"
76,"Introduced anti-corruption trainings in schools and universities?, Improved legal protections for citizens who report corruption?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Raised civil service salaries to increase honesty?, Arrested many corrupt business executives?"
77,"Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Audited local governments for corruption?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?"
78,"Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Audited local governments for corruption?"
79,"Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?"
80,"Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?, Improved legal protections for citizens who report corruption?"
81,"Arrested many corrupt business executives?, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?, Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth"
82,"Enforced mandatory reporting of public officials’ income and wealth, Improved legal protections for citizens who report corruption?, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?, Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?"
83,"Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?"
84,"Improved legal protections for citizens who report corruption?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Enforced mandatory reporting of public officials’ income and wealth"
85,"Raised civil service salaries to increase honesty?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?"
86,"Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt business executives?, Arrested many corrupt low-level officials?, Improved legal protections for citizens who report corruption?, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?"
87,"Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?"
88,"Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth"
89,"Improved legal protections for citizens who report corruption?, Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?, Enforced mandatory reporting of public officials’ income and wealth"
90,"Improved legal protections for citizens who report corruption?, Audited local governments for corruption?, Arrested many corrupt business executives?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Raised civil service salaries to increase honesty?, Arrested many corrupt high-level officials?"
91,"Arrested many corrupt business executives?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?, Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Arrested many corrupt high-level officials?"
92,"Audited local governments for corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?, Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?"
93,"Arrested many corrupt high-level officials?, Introduced anti-corruption trainings in schools and universities?, Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth"
94,"Arrested many corrupt business executives?, Raised civil service salaries to increase honesty?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Audited local governments for corruption?"
95,"Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Audited local governments for corruption?, Raised civil service salaries to increase honesty?, Arrested many corrupt low-level officials?, Enforced mandatory reporting of public officials’ income and wealth, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt business executives?"
96,"Audited local governments for corruption?, Improved legal protections for citizens who report corruption?, Raised civil service salaries to increase honesty?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?, Enforced mandatory reporting of public officials’ income and wealth"
97,"Arrested many corrupt low-level officials?, Arrested many corrupt high-level officials?, Raised civil service salaries to increase honesty?, Audited local governments for corruption?, Arrested many corrupt business executives?, Introduced anti-corruption trainings in schools and universities?, Improved legal protections for citizens who report corruption?, Enforced mandatory reporting of public officials’ income and wealth"
98,"Improved legal protections for citizens who report corruption?, Arrested many corrupt low-level officials?, Introduced anti-corruption trainings in schools and universities?, Enforced mandatory reporting of public officials’ income and wealth, Raised civil service salaries to increase honesty?, Audited local governments for corruption?, Arrested many corrupt high-level officials?, Arrested many corrupt business executives?"
99,"Audited local governments for corruption?, Enforced mandatory reporting of public officials’ income and wealth, Arrested many corrupt business executives?, Arrested many corrupt high-level officials?, Improved legal protections for citizens who report corruption?, Introduced anti-corruption trainings in schools and universities?, Arrested many corrupt low-level officials?, Raised civil service salaries to increase honesty?"
